2023-04-12, 07:50:36, 4102636-2, 4102636, 0x5735f636d46dd6f22569dca6cfaa0dd5383d58bb204f7673aca3bdcfbb037c76, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, qubt4UfZXNLDcHrLdwCJS21aHb1EpRZGTjJJTVE2x6V5ngm, 49.749154, aUSD
2023-04-12, 07:50:00, 4102633-2, 4102633, 0xefd8e4d3bd2ae091a97d70d72353df1503a8d69682c67bc010e998bde458d4ba, qmmNug1GQstpimAXBpy3QzBL5cUWg2p6SeQzRWzRFhu8pfX, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, 49.749154603404, aUSD
2023-04-12, 07:50:00, 4102633-2, 4102633, 0xefd8e4d3bd2ae091a97d70d72353df1503a8d69682c67bc010e998bde458d4ba, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, qmmNug1GQstpimAXBpy3QzBL5cUWg2p6SeQzRWzRFhu8pfX, 30, USDT
2023-04-12, 07:48:12, 4102624-2, 4102624, 0x2fa8f1ef07d539b185c006cfe0245d2cbaa87716bd08732cc47f22f163d00a00, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, sWgyxYPnA4vQxQmqWBoebcUCHtvsa8EB19uCABJzhBFUjDZ, 1975.80839789514, CSM
2023-04-12, 07:48:12, 4102624-2, 4102624, 0x2fa8f1ef07d539b185c006cfe0245d2cbaa87716bd08732cc47f22f163d00a00, sWgyxYPnA4vQxQmqWBoebcUCHtvsa8EB19uCABJzhBFUjDZ, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, 3.868406661439, LKSM
2023-04-12, 07:48:12, 4102624-2, 4102624, 0x2fa8f1ef07d539b185c006cfe0245d2cbaa87716bd08732cc47f22f163d00a00, qmmNug1GQstpimAXBphJPSbDawH47vwMmhuSUq9xRqAsDAr, sWgyxYPnA4vQxQmqWBoebcUCHtvsa8EB19uCABJzhBFUjDZ, 3.868406661439, LKSM
2023-04-12, 07:48:12, 4102624-2, 4102624, 0x2fa8f1ef07d539b185c006cfe0245d2cbaa87716bd08732cc47f22f163d00a00, sWgyxYPnA4vQxQmqWBoebcUCHtvsa8EB19uCABJzhBFUjDZ, qmmNug1GQstpimAXBphJPSbDawH47vwMmhuSUq9xRqAsDAr, 0.509538843488, KSM
2023-04-12, 07:48:12, 4102624-2, 4102624, 0x2fa8f1ef07d539b185c006cfe0245d2cbaa87716bd08732cc47f22f163d00a00, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, sWgyxYPnA4vQxQmqWBoebcUCHtvsa8EB19uCABJzhBFUjDZ, 0.509538843488, KSM
2023-04-12, 07:48:12, 4102624-2, 4102624, 0x2fa8f1ef07d539b185c006cfe0245d2cbaa87716bd08732cc47f22f163d00a00, sWgyxYPnA4vQxQmqWBoebcUCHtvsa8EB19uCABJzhBFUjDZ, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, 105.745177960362, KAR
2023-04-12, 07:46:36, 4102616-2, 4102616, 0x7551b1370d19c2bdb355db8834ae647a12aeee5b0db440dc5e083d56e6f0143b, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, 0.00101207, KBTC
2023-04-12, 07:46:36, 4102616-2, 4102616, 0x7551b1370d19c2bdb355db8834ae647a12aeee5b0db440dc5e083d56e6f0143b, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, 49.788298488793, aUSD
2023-04-12, 07:46:36, 4102616-2, 4102616, 0x7551b1370d19c2bdb355db8834ae647a12aeee5b0db440dc5e083d56e6f0143b, qmmNug1GQstpimAXBpy3QzBL5cUWg2p6SeQzRWzRFhu8pfX, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, 49.788298488793, aUSD
2023-04-12, 07:46:36, 4102616-2, 4102616, 0x7551b1370d19c2bdb355db8834ae647a12aeee5b0db440dc5e083d56e6f0143b, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, qmmNug1GQstpimAXBpy3QzBL5cUWg2p6SeQzRWzRFhu8pfX, 30, USDT
2023-04-12, 07:46:00, 4102613-3, 4102613, 0x22f4d6f9e15f9743a762ce3c504e3181e1102e1bcc95d06e1815da25f79eb175, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, r73XyVSpWb7sK71XggBLuWLNPjHrF2hGmaYaKYGQ13E5CCY, 0.00082679, KBTC
2023-04-12, 07:46:00, 4102613-3, 4102613, 0x22f4d6f9e15f9743a762ce3c504e3181e1102e1bcc95d06e1815da25f79eb175, r73XyVSpWb7sK71XggBLuWLNPjHrF2hGmaYaKYGQ13E5CCY, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, 5.51267008362, LKSM
2023-04-12, 07:46:00, 4102613-3, 4102613, 0x22f4d6f9e15f9743a762ce3c504e3181e1102e1bcc95d06e1815da25f79eb175, qmmNug1GQstpimAXBphJPSbDawH47vwMmhuSUq9xRqAsDAr, r73XyVSpWb7sK71XggBLuWLNPjHrF2hGmaYaKYGQ13E5CCY, 5.51267008362, LKSM
2023-04-12, 07:46:00, 4102613-3, 4102613, 0x22f4d6f9e15f9743a762ce3c504e3181e1102e1bcc95d06e1815da25f79eb175, r73XyVSpWb7sK71XggBLuWLNPjHrF2hGmaYaKYGQ13E5CCY, qmmNug1GQstpimAXBphJPSbDawH47vwMmhuSUq9xRqAsDAr, 0.726116, KSM
2023-04-12, 07:46:00, 4102613-2, 4102613, 0x6b507565636bcce4402ae4bf1e58e7f04a5669df9d0aa300a2ad0e36b6bad673, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, qubt4UfZXNLDcHrLdwCJS21aHb1EpRZGTjJJTVE2x6V5ngm, 49.827558, aUSD
2023-04-12, 07:45:24, 4102610-2, 4102610, 0xb75709d474fb31b0f2390871fbefb7f99393e49a65a5fd07e722676bbd9172e6, qmmNug1GQstpimAXBpy3QzBL5cUWg2p6SeQzRWzRFhu8pfX, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, 49.827558712061, aUSD
2023-04-12, 07:45:24, 4102610-2, 4102610, 0xb75709d474fb31b0f2390871fbefb7f99393e49a65a5fd07e722676bbd9172e6, s9PWpPuLcctwBxQ4N6wxnb4JdY3Pc5q7iUX8rDVV8DGvEFf, qmmNug1GQstpimAXBpy3QzBL5cUWg2p6SeQzRWzRFhu8pfX, 30, USDT
2023-04-12, 07:38:24, 4102575-2, 4102575, 0x08e9976dc11e56f9227d0b0e294c9b2f908c9f88251650bbfaf47c4c8f4fcc19, qmmNufxeWaAUuPrQEZYcuHSuNPJDtwTmMhVEq6A53QU2Lrb, sH7uFtKodqm7ZrSsGhHCcQqkMH6zFF9ivbidgqgyFM5YdKr, 0.003337506314, KAR
2023-04-12, 07:38:24, 4102575-2, 4102575, 0x08e9976dc11e56f9227d0b0e294c9b2f908c9f88251650bbfaf47c4c8f4fcc19, sH7uFtKodqm7ZrSsGhHCcQqkMH6zFF9ivbidgqgyFM5YdKr, qmmNufxeWaAUuPrQEZYcuHSuNPJDtwTmMhVEq6A53QU2Lrb, 0.000015904971, KSM
2023-04-12, 07:37:36, 4102571-2, 4102571, 0x627b52afe0bbdc716e77c9c039e451ea477b837a2d50ab9dfe62cefbff746211, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, sH7uFtKodqm7ZrSsGhHCcQqkMH6zFF9ivbidgqgyFM5YdKr, 9242.178306165548966154, AIR
2023-04-12, 07:37:36, 4102571-2, 4102571, 0x627b52afe0bbdc716e77c9c039e451ea477b837a2d50ab9dfe62cefbff746211, sH7uFtKodqm7ZrSsGhHCcQqkMH6zFF9ivbidgqgyFM5YdKr, qmmNufxeWaAUqqs5k5ZwsenBmhm75jDRbsPrU5GBYgnrf5c, 3.78041057547, KSM
2023-04-12, 07:37:36, 4102571-2, 4102571, 0x627b52afe0bbdc716e77c9c039e451ea477b837a2d50ab9dfe62cefbff746211, qmmNufxeWaAUuPrQEZYcuHSuNPJDtwTmMhVEq6A53QU2Lrb, sH7uFtKodqm7ZrSsGhHCcQqkMH6zFF9ivbidgqgyFM5YdKr, 0.002912509583, KAR
2023-04-12, 07:37:36, 4102571-2, 4102571, 0x627b52afe0bbdc716e77c9c039e451ea477b837a2d50ab9dfe62cefbff746211, sH7uFtKodqm7ZrSsGhHCcQqkMH6zFF9ivbidgqgyFM5YdKr, qmmNufxeWaAUuPrQEZYcuHSuNPJDtwTmMhVEq6A53QU2Lrb, 0.000013879639, KSM
2023-04-12, 07:33:06, 4102549-2, 4102549, 0xc9d29cfc617050d43ca7f2d94d6fa8a5d443c8c0c5dc5f083853679501d12fb7, qmmNug1GQstpimAXBpy3QzBL5cUWg2p6SeQzRWzRFhu8pfX, orq9kpGxs4bwPqXCMcN7Hpvdh3tVe8mTYcfM25tqBuLXFxk, 136.929384, USDT
