405,17427957,17442278
2369,17413641,17427957
318,17399311,17413641
289,17384985,17399311
461,17370661,17384985
326,17356300,17370661
400,17341969,17356300
346,17327662,17341969
392,17313333,17327662
312,17299041,17313333
542,17284755,17299041
389,17270511,17284755
454,17256217,17270511
466,17241927,17256217
433,17227647,17241927
