3719,15036043,15050439
3061,15021645,15036043
2595,15007248,15021645
2542,14992873,15007248
3744,14978480,14992873
3152,14964096,14978480
3249,14949703,14964096
3348,14935309,14949703
3321,14920911,14935309
3254,14906514,14920911
3049,14892125,14906514
3440,14877737,14892125
3274,14863351,14877737
3634,14848961,14863351
3115,14834575,14848961
