330,17427957,17442278
397,17413641,17427957
196,17399311,17413641
197,17384985,17399311
419,17370661,17384985
294,17356300,17370661
316,17341969,17356300
362,17327662,17341969
298,17313333,17327662
172,17299041,17313333
251,17284755,17299041
229,17270511,17284755
315,17256217,17270511
340,17241927,17256217
368,17227647,17241927
