2021-11-10,681,213
2021-11-11,306,79
2021-11-12,263,90
2021-11-13,292,102
2021-11-14,190,58
2021-11-15,174,39
2021-11-16,115,38
2021-11-17,83,22
2021-11-18,90,29
2021-11-19,104,14
2021-11-20,116,48
2021-11-21,83,23
2021-11-22,134,47
2021-11-23,130,33
2021-11-24,95,25
2021-11-25,87,25
2021-11-26,69,13
2021-11-27,46,13
2021-11-28,77,13
2021-11-29,67,25
2021-11-30,73,24
2021-12-01,116,63
2021-12-02,64,20
2021-12-03,78,18
2021-12-04,48,9
2021-12-05,46,11
2021-12-06,62,16
2021-12-07,86,18
2021-12-08,50,6
2021-12-09,51,9
2021-12-10,46,4
2021-12-11,53,8
2021-12-12,47,10
2021-12-13,72,22
2021-12-14,95,13
2021-12-15,56,13
2021-12-16,38,12
2021-12-17,40,4
2021-12-18,35,6
2021-12-19,59,10
2021-12-20,56,13
2021-12-21,35,14
2021-12-22,84,20
2021-12-23,63,13
2021-12-24,87,11
2021-12-25,35,3
2021-12-26,55,21
2021-12-27,66,14
2021-12-28,121,60
2021-12-29,78,17
2021-12-30,959,37
2021-12-31,67,15
2022-01-01,50,11
2022-01-02,48,6
2022-01-03,63,8
2022-01-04,56,16
2022-01-05,51,15
2022-01-06,85,22
2022-01-07,37,8
2022-01-08,34,6
2022-01-09,55,12
2022-01-10,123,18
2022-01-11,78,16
2022-01-12,80,25
2022-01-13,161,50
2022-01-14,117,33
2022-01-15,110,35
2022-01-16,95,26
2022-01-17,71,15
2022-01-18,63,13
2022-01-19,110,13
2022-01-20,60,11
2022-01-21,80,16
2022-01-22,54,13
2022-01-23,49,8
2022-01-24,80,17
2022-01-25,1041,361
2022-01-26,2104,687
2022-01-27,4923,1587
2022-01-28,1152,351
2022-01-29,1141,372
2022-01-30,1133,355
2022-01-31,522,153
2022-02-01,324,102
2022-02-02,261,71
2022-02-03,214,59
2022-02-04,134,43
2022-02-05,178,59
2022-02-06,160,58
2022-02-07,207,51
2022-02-08,177,44
2022-02-09,176,52
2022-02-10,264,60
2022-02-11,171,44
